,Date,Time,AM-PM,Water Level +/- MSL,Well Elevation,Well Name
210,11/29/2018,2:00:00,PM,60.13,329.00,AAA235  KPUD SEABECK TEST WELL 1
211,7/30/2019,3:19:00,PM,98.4,370.50,AAA235  KPUD SEABECK TEST WELL 1
212,8/2/2019,12:35:00,PM,58.49,329.00,AAA235  KPUD SEABECK TEST WELL 1
213,8/30/2019,12:00:00,PM,58.34,329.00,AAA235  KPUD SEABECK TEST WELL 1
214,10/16/2019,9:30:00,AM,58.54,329.00,AAA235  KPUD SEABECK TEST WELL 1
215,11/27/2019,11:30:00,AM,58.56,329.00,AAA235  KPUD SEABECK TEST WELL 1
216,1/27/2020,2:30:00,PM,58.81,329.00,AAA235  KPUD SEABECK TEST WELL 1
217,3/16/2020,10:48:00,AM,58.89,329.00,AAA235  KPUD SEABECK TEST WELL 1
0,4/4/1974,12:00:00,AM,145.22,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
1,6/6/1990,12:00:00,AM,143.55,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
2,1/14/1991,12:00:00,AM,143.29,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
3,1/31/1991,12:00:00,AM,143.72,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
4,3/1/1991,12:00:00,AM,141.07,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
5,3/28/1991,12:00:00,AM,144.36,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
6,4/23/1991,12:00:00,AM,144.29,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
7,5/31/1991,12:00:00,AM,144.17,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
8,6/28/1991,12:00:00,AM,140.79,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
9,8/2/1991,12:00:00,AM,143.87,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
10,9/5/1991,12:00:00,AM,143.91,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
11,11/8/1991,12:00:00,AM,137.17,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
12,12/2/1991,12:00:00,AM,140.08,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
13,1/21/1992,12:00:00,AM,140.04,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
14,2/10/1992,12:00:00,AM,140.62,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
15,3/23/1992,12:00:00,AM,142.97,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
16,4/17/1992,12:00:00,AM,139.83,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
17,6/5/1992,12:00:00,AM,138.88,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
18,7/7/1992,12:00:00,AM,143.17,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
19,9/18/1992,12:00:00,AM,142.15,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
20,10/30/1992,12:00:00,AM,138.77,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
21,1/27/1993,12:00:00,AM,142.44,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
22,2/22/1993,12:00:00,AM,142.27,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
23,3/23/1993,12:00:00,AM,142.43,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
24,4/20/1993,12:00:00,AM,142.79,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
25,5/24/1993,12:00:00,AM,143.0,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
26,6/29/1993,12:00:00,AM,142.82,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
27,7/28/1993,12:00:00,AM,142.6,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
28,9/2/1993,12:00:00,AM,141.57,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
29,10/1/1993,12:00:00,AM,141.17,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
30,11/3/1993,12:00:00,AM,141.19,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
31,12/16/1993,12:00:00,AM,141.32,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
32,1/21/1994,12:00:00,AM,141.62,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
33,2/23/1994,12:00:00,AM,141.77,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
34,3/22/1994,12:00:00,AM,142.08,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
35,4/26/1994,12:00:00,AM,141.97,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
36,5/24/1994,12:00:00,AM,141.85,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
37,7/20/1994,12:00:00,AM,141.75,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
38,8/17/1994,12:00:00,AM,141.29,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
39,9/19/1994,12:00:00,AM,141.02,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
40,10/27/1994,12:00:00,AM,140.5,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
41,11/7/1994,1:35:00,PM,140.62,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
42,12/21/1994,12:00:00,AM,141.2,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
43,1/17/1995,12:00:00,AM,141.67,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
44,2/22/1995,12:00:00,AM,142.2,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
45,3/13/1995,12:00:00,AM,142.58,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
46,4/25/1995,12:00:00,AM,143.34,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
47,5/22/1995,12:00:00,AM,143.4,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
48,6/19/1995,12:00:00,AM,143.29,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
49,7/10/1995,12:00:00,AM,143.07,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
50,8/18/1995,12:00:00,AM,142.82,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
51,9/22/1995,12:00:00,AM,142.61,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
52,10/16/1995,12:00:00,AM,142.41,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
53,11/14/1995,12:00:00,AM,142.62,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
54,12/18/1995,12:00:00,AM,143.33,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
55,1/22/1996,12:00:00,AM,143.91,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
56,2/12/1996,12:00:00,AM,144.09,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
57,3/25/1996,12:00:00,AM,144.82,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
58,4/22/1996,12:00:00,AM,145.52,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
59,5/15/1996,12:00:00,AM,145.59,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
60,6/13/1996,12:00:00,AM,145.46,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
61,7/22/1996,12:00:00,AM,144.25,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
62,8/12/1996,12:00:00,AM,143.83,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
63,9/11/1996,12:00:00,AM,143.58,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
64,10/14/1996,12:00:00,AM,143.62,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
65,11/14/1996,12:00:00,AM,143.77,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
66,12/13/1996,12:00:00,AM,144.02,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
67,1/13/1997,12:00:00,AM,144.58,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
68,2/10/1997,12:00:00,AM,144.92,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
69,3/18/1997,12:00:00,AM,145.43,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
70,4/14/1997,12:00:00,AM,145.66,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
71,5/9/1997,12:00:00,AM,145.8,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
72,6/20/1997,12:00:00,AM,145.68,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
73,7/15/1997,12:00:00,AM,145.46,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
74,8/18/1997,12:00:00,AM,144.97,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
75,9/23/1997,12:00:00,AM,145.03,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
76,10/16/1997,12:00:00,AM,145.25,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
77,11/24/1997,12:00:00,AM,145.54,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
78,12/16/1997,12:00:00,AM,145.77,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
79,1/26/1998,12:00:00,AM,146.09,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
80,2/19/1998,12:00:00,AM,146.37,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
81,3/19/1998,12:00:00,AM,146.5,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
82,4/16/1998,12:00:00,AM,146.44,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
83,5/13/1998,12:00:00,AM,146.43,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
84,6/17/1998,12:00:00,AM,146.12,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
85,7/14/1998,12:00:00,AM,145.82,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
86,8/13/1998,12:00:00,AM,145.21,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
87,9/8/1998,12:00:00,AM,144.87,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
88,10/12/1998,12:00:00,AM,144.66,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
89,11/5/1998,12:00:00,AM,144.59,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
90,12/9/1998,12:00:00,AM,145.07,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
91,1/11/1999,12:00:00,AM,145.67,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
92,2/3/1999,12:00:00,AM,146.3,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
93,3/9/1999,12:00:00,AM,146.94,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
94,4/19/1999,12:00:00,AM,147.16,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
95,5/20/1999,12:00:00,AM,147.36,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
96,6/16/1999,12:00:00,AM,147.0,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
97,7/19/1999,12:00:00,AM,146.38,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
98,8/16/1999,12:00:00,AM,145.96,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
99,9/7/1999,12:00:00,AM,145.83,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
100,10/12/1999,12:00:00,AM,145.65,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
101,11/15/1999,12:00:00,AM,146.03,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
102,1/5/2000,12:00:00,AM,146.42,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
103,2/17/2000,12:00:00,AM,146.8,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
104,3/9/2000,12:00:00,AM,146.94,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
105,4/10/2000,12:00:00,AM,146.92,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
106,5/8/2000,12:00:00,AM,146.76,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
107,6/19/2000,12:00:00,AM,146.48,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
108,7/17/2000,12:00:00,AM,146.16,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
109,8/28/2000,12:00:00,AM,145.42,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
110,10/9/2000,12:00:00,AM,145.32,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
111,11/6/2000,12:00:00,AM,145.09,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
112,12/4/2000,12:00:00,AM,145.07,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
113,2/8/2001,12:00:00,AM,145.13,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
114,3/8/2001,12:00:00,AM,143.15,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
115,4/5/2001,12:00:00,AM,140.48,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
116,5/3/2001,12:00:00,AM,139.72,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
117,6/14/2001,12:00:00,AM,139.87,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
118,7/17/2001,12:00:00,AM,139.4,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
119,8/13/2001,12:00:00,AM,139.27,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
120,10/8/2001,12:00:00,AM,139.4,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
121,11/26/2001,12:00:00,AM,140.15,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
122,1/7/2002,12:00:00,AM,141.39,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
123,2/20/2002,12:00:00,AM,141.84,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
124,3/18/2002,12:00:00,AM,142.43,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
125,4/15/2002,12:00:00,AM,142.7,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
126,5/21/2002,12:00:00,AM,142.69,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
127,6/24/2002,12:00:00,AM,142.37,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
128,7/10/2002,12:00:00,AM,142.22,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
129,8/6/2002,12:00:00,AM,141.75,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
130,9/30/2002,12:00:00,AM,141.25,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
131,10/23/2002,12:00:00,AM,142.18,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
132,11/25/2002,12:00:00,AM,141.03,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
133,12/17/2002,12:00:00,AM,141.46,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
134,1/13/2003,12:00:00,AM,141.66,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
135,2/5/2003,12:00:00,AM,142.0,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
136,3/10/2003,12:00:00,AM,142.14,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
137,5/5/2003,12:00:00,AM,142.5,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
138,6/5/2003,12:00:00,AM,142.12,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
139,7/2/2003,12:00:00,AM,141.69,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
140,8/2/2003,12:00:00,AM,141.0,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
141,9/5/2003,12:00:00,AM,140.72,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
142,10/7/2003,12:00:00,AM,140.59,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
143,11/4/2003,12:00:00,AM,141.07,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
144,12/5/2003,12:00:00,AM,141.74,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
145,2/5/2004,12:00:00,AM,142.34,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
146,3/5/2004,12:00:00,AM,142.7,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
147,4/5/2004,12:00:00,AM,142.74,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
148,5/6/2004,12:00:00,AM,142.63,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
149,6/4/2004,12:00:00,AM,142.52,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
150,7/6/2004,12:00:00,AM,142.36,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
151,8/12/2004,12:00:00,AM,141.65,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
152,9/7/2004,12:00:00,AM,141.32,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
153,10/6/2004,12:00:00,AM,141.25,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
154,12/2/2004,12:00:00,AM,141.22,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
155,1/4/2005,12:00:00,AM,141.62,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
156,2/2/2005,12:00:00,AM,141.81,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
157,3/4/2005,12:00:00,AM,141.84,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
158,3/30/2005,12:00:00,AM,141.93,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
159,5/5/2005,12:00:00,AM,142.15,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
160,6/2/2005,12:00:00,AM,142.3,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
161,7/7/2005,12:00:00,AM,141.61,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
162,8/3/2005,12:00:00,AM,141.11,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
163,9/1/2005,12:55:00,AM,140.71,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
164,10/10/2005,12:00:00,AM,140.47,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
165,11/17/2005,12:00:00,AM,140.6,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
166,12/2/2005,12:00:00,AM,140.88,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
167,1/10/2006,12:00:00,AM,141.61,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
168,2/2/2006,12:00:00,AM,142.17,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
169,3/6/2006,12:00:00,AM,142.49,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
170,4/4/2006,12:00:00,AM,142.62,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
171,5/2/2006,12:00:00,AM,142.63,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
172,6/7/2006,12:00:00,AM,142.59,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
173,7/10/2006,12:00:00,AM,142.21,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
174,8/2/2006,12:00:00,AM,141.52,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
175,9/6/2006,12:00:00,AM,140.82,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
176,10/9/2006,12:00:00,AM,140.5,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
177,11/1/2006,12:00:00,AM,140.51,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
178,12/1/2006,12:00:00,AM,141.44,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
179,1/4/2007,12:00:00,AM,142.32,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
180,1/31/2007,12:00:00,AM,142.64,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
181,2/28/2007,12:00:00,AM,143.47,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
182,3/29/2007,12:00:00,AM,143.4,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
183,5/2/2007,12:00:00,AM,143.8,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
184,6/4/2007,12:00:00,AM,143.57,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
185,7/2/2007,12:00:00,AM,143.14,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
186,8/1/2007,12:00:00,AM,142.47,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
187,8/31/2007,12:00:00,AM,142.34,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
188,10/1/2007,12:00:00,AM,141.94,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
189,11/1/2007,12:00:00,AM,141.86,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
190,12/3/2007,12:00:00,AM,142.47,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
191,1/3/2008,12:00:00,AM,142.82,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
192,2/5/2008,12:00:00,AM,143.02,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
193,3/3/2008,12:00:00,AM,142.93,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
194,3/27/2008,12:00:00,AM,143.02,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
195,4/29/2008,12:00:00,AM,143.1,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
196,5/28/2008,12:00:00,AM,143.05,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
197,6/26/2008,12:00:00,AM,142.84,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
198,8/29/2008,12:00:00,AM,141.51,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
199,9/29/2008,12:00:00,AM,141.49,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
200,10/30/2008,12:00:00,AM,141.55,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
201,12/2/2008,12:00:00,AM,141.92,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
202,1/5/2009,12:00:00,AM,142.17,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
203,2/3/2009,12:00:00,AM,142.25,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
204,3/4/2009,12:00:00,AM,142.3,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
205,3/30/2009,12:00:00,AM,142.34,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
206,5/1/2009,12:00:00,AM,142.44,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
207,5/29/2009,12:00:00,AM,142.52,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
208,7/28/2009,12:00:00,AM,140.86,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
209,9/2/2009,12:00:00,AM,140.33,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
210,10/1/2009,12:00:00,AM,140.4,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
211,11/10/2009,12:00:00,AM,141.06,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
212,12/1/2009,12:00:00,AM,141.43,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
213,1/5/2010,12:00:00,AM,141.82,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
214,2/2/2010,12:00:00,AM,142.3,211.00,"AAA236  WWS PARKVIEW TERRACE, WOODLAND RANCHE Well"
