Date,Time,AM-PM,Water Level +/- MSL,Well Elevation,Well Name,Location_Key
1984-03-24,12:00:00,AM,10.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-03-27,12:00:00,AM,9.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-03-30,12:00:00,AM,10.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-05-12,12:00:00,AM,8.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-05-15,12:00:00,AM,10.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-05-18,12:00:00,AM,10.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-05-21,12:00:00,AM,10.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-05-24,12:00:00,AM,9.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-09-07,12:00:00,AM,5.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-09-10,12:00:00,AM,5.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-09-13,12:00:00,AM,5.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-09-16,12:00:00,AM,4.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-09-19,12:00:00,AM,4.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-09-22,12:00:00,AM,6.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-09-25,12:00:00,AM,7.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-09-28,12:00:00,AM,7.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-10-01,12:00:00,AM,7.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-10-04,12:00:00,AM,6.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-10-07,12:00:00,AM,7.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-10-10,12:00:00,AM,8.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-10-13,12:00:00,AM,8.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-10-16,12:00:00,AM,8.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-10-19,12:00:00,AM,8.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-10-22,12:00:00,AM,8.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-10-25,12:00:00,AM,8.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-10-28,12:00:00,AM,12.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-10-31,12:00:00,AM,9.02,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-11-03,12:00:00,AM,9.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-11-09,12:00:00,AM,9.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-11-12,12:00:00,AM,9.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-11-15,12:00:00,AM,9.02,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-11-18,12:00:00,AM,9.02,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-11-21,12:00:00,AM,8.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-11-24,12:00:00,AM,8.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-11-27,12:00:00,AM,8.82,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-11-30,12:00:00,AM,8.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-12-03,12:00:00,AM,8.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-12-04,12:00:00,AM,7.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-12-07,12:00:00,AM,7.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-12-10,12:00:00,AM,9.02,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-12-13,12:00:00,AM,9.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-12-16,12:00:00,AM,9.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-12-19,12:00:00,AM,8.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-12-22,12:00:00,AM,8.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-12-25,12:00:00,AM,8.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-12-28,12:00:00,AM,8.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1984-12-31,12:00:00,AM,8.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-01-03,12:00:00,AM,8.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-01-24,12:00:00,AM,11.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-01-27,12:00:00,AM,10.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-01-30,12:00:00,AM,10.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-02-02,12:00:00,AM,12.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-02-23,12:00:00,AM,11.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-02-26,12:00:00,AM,11.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-03-01,12:00:00,AM,10.82,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-03-04,12:00:00,AM,10.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-03-07,12:00:00,AM,11.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-03-10,12:00:00,AM,11.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-03-13,12:00:00,AM,11.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-03-16,12:00:00,AM,11.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-03-19,12:00:00,AM,11.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-03-22,12:00:00,AM,14.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-03-25,12:00:00,AM,17.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-05-02,12:00:00,AM,10.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-05-05,12:00:00,AM,9.82,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-05-08,12:00:00,AM,10.02,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-05-11,12:00:00,AM,10.02,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-05-14,12:00:00,AM,8.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-05-17,12:00:00,AM,6.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-05-20,12:00:00,AM,8.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-05-23,12:00:00,AM,8.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-05-26,12:00:00,AM,12.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-05-29,12:00:00,AM,16.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-06-01,12:00:00,AM,17.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-06-07,12:00:00,AM,11.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-06-10,12:00:00,AM,10.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-06-13,12:00:00,AM,9.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-06-16,12:00:00,AM,9.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-06-19,12:00:00,AM,11.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-06-22,12:00:00,AM,9.82,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-06-25,12:00:00,AM,7.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-06-28,12:00:00,AM,7.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-07-01,12:00:00,AM,6.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-07-04,12:00:00,AM,7.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-07-07,12:00:00,AM,6.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-09-05,12:00:00,AM,5.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-09-08,12:00:00,AM,5.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-09-11,12:00:00,AM,6.82,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-09-14,12:00:00,AM,9.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-09-17,12:00:00,AM,8.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-09-20,12:00:00,AM,7.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-09-23,12:00:00,AM,7.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-09-26,12:00:00,AM,8.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-09-29,12:00:00,AM,8.82,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-10-02,12:00:00,AM,8.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-10-05,12:00:00,AM,9.02,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-10-25,12:00:00,AM,9.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-10-28,12:00:00,AM,9.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-10-31,12:00:00,AM,10.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-11-03,12:00:00,AM,9.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-11-06,12:00:00,AM,9.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-11-09,12:00:00,AM,11.02,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-11-12,12:00:00,AM,9.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-11-15,12:00:00,AM,10.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-11-18,12:00:00,AM,10.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-11-21,12:00:00,AM,9.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-11-24,12:00:00,AM,8.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-12-03,12:00:00,AM,6.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-12-06,12:00:00,AM,9.02,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-12-09,12:00:00,AM,9.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-12-12,12:00:00,AM,9.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-12-15,12:00:00,AM,10.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-12-18,12:00:00,AM,9.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-12-21,12:00:00,AM,9.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-12-24,12:00:00,AM,9.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-12-27,12:00:00,AM,10.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1985-12-30,12:00:00,AM,10.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-01-03,12:00:00,AM,10.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-01-06,12:00:00,AM,10.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-01-09,12:00:00,AM,11.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-01-12,12:00:00,AM,10.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-01-15,12:00:00,AM,10.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-01-18,12:00:00,AM,11.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-01-21,12:00:00,AM,10.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-01-24,12:00:00,AM,10.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-01-27,12:00:00,AM,10.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-01-30,12:00:00,AM,10.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-02-02,12:00:00,AM,11.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-02-05,12:00:00,AM,10.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-03-03,12:00:00,AM,8.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-03-06,12:00:00,AM,9.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-03-09,12:00:00,AM,10.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-03-12,12:00:00,AM,10.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-03-15,12:00:00,AM,9.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-03-18,12:00:00,AM,9.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-03-21,12:00:00,AM,9.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-03-24,12:00:00,AM,10.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-03-27,12:00:00,AM,10.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-03-30,12:00:00,AM,10.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-04-02,12:00:00,AM,11.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-04-07,12:00:00,AM,9.82,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-04-10,12:00:00,AM,9.82,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-04-13,12:00:00,AM,9.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-04-16,12:00:00,AM,9.02,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-04-19,12:00:00,AM,8.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-04-22,12:00:00,AM,9.82,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-04-25,12:00:00,AM,9.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-04-28,12:00:00,AM,10.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-05-01,12:00:00,AM,9.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-05-04,12:00:00,AM,9.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-05-19,12:00:00,AM,8.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-05-22,12:00:00,AM,9.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-05-25,12:00:00,AM,9.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-05-28,12:00:00,AM,8.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-05-31,12:00:00,AM,5.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-06-03,12:00:00,AM,4.82,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-06-06,12:00:00,AM,8.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-06-09,12:00:00,AM,6.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-06-12,12:00:00,AM,4.02,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-06-15,12:00:00,AM,5.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-06-18,12:00:00,AM,6.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-07-02,12:00:00,AM,4.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-07-05,12:00:00,AM,4.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-07-08,12:00:00,AM,4.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-07-11,12:00:00,AM,4.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-07-14,12:00:00,AM,4.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-07-17,12:00:00,AM,4.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-07-20,12:00:00,AM,5.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-07-23,12:00:00,AM,4.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-07-26,12:00:00,AM,3.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-07-29,12:00:00,AM,2.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-08-01,12:00:00,AM,2.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-08-04,12:00:00,AM,3.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-08-07,12:00:00,AM,3.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-08-10,12:00:00,AM,3.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-08-13,12:00:00,AM,3.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-08-16,12:00:00,AM,3.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-08-19,12:00:00,AM,3.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-08-22,12:00:00,AM,2.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-08-25,12:00:00,AM,1.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-08-28,12:00:00,AM,2.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-08-31,12:00:00,AM,3.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-09-03,12:00:00,AM,4.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-09-06,12:00:00,AM,3.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-09-09,12:00:00,AM,3.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-09-12,12:00:00,AM,2.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-09-15,12:00:00,AM,4.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-09-18,12:00:00,AM,5.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-09-21,12:00:00,AM,6.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-09-24,12:00:00,AM,6.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-09-27,12:00:00,AM,6.02,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-09-30,12:00:00,AM,10.02,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-10-13,12:00:00,AM,5.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-10-16,12:00:00,AM,7.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-10-19,12:00:00,AM,7.82,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-10-22,12:00:00,AM,7.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-10-25,12:00:00,AM,8.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-10-28,12:00:00,AM,7.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-10-31,12:00:00,AM,8.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-11-03,12:00:00,AM,8.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-11-06,12:00:00,AM,7.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-11-09,12:00:00,AM,6.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-11-12,12:00:00,AM,8.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-11-15,12:00:00,AM,9.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-11-18,12:00:00,AM,9.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-11-21,12:00:00,AM,9.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-11-24,12:00:00,AM,9.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-11-27,12:00:00,AM,9.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-11-30,12:00:00,AM,9.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-12-03,12:00:00,AM,9.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1986-12-06,12:00:00,AM,9.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-01-02,12:00:00,AM,9.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-01-05,12:00:00,AM,10.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-01-08,12:00:00,AM,8.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-01-11,12:00:00,AM,8.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-01-14,12:00:00,AM,8.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-01-17,12:00:00,AM,8.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-01-20,12:00:00,AM,7.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-01-23,12:00:00,AM,7.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-01-26,12:00:00,AM,8.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-01-29,12:00:00,AM,9.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-02-01,12:00:00,AM,10.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-02-02,12:00:00,AM,9.42,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-02-05,12:00:00,AM,8.82,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-02-08,12:00:00,AM,9.22,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-02-11,12:00:00,AM,10.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-02-14,12:00:00,AM,10.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-02-17,12:00:00,AM,9.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-02-20,12:00:00,AM,9.82,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-02-23,12:00:00,AM,9.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-02-26,12:00:00,AM,9.72,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-02-28,12:00:00,AM,10.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-03-04,12:00:00,AM,18.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-03-23,12:00:00,AM,13.52,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-03-26,12:00:00,AM,11.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-03-29,12:00:00,AM,11.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-04-01,12:00:00,AM,11.32,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-04-04,12:00:00,AM,10.12,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-04-07,12:00:00,AM,9.92,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
1987-04-10,12:00:00,AM,9.62,80.0,AAA111  KPUD FLETCHER BAY OBSERVATION WELL,AAA111
